Reaction identifier	Your list:...006E2U	Equation	ChEBI identifier	Enzyme class	Enzymes
RHEA:34275	1.1.99.38	2-deoxy-scyllo-inosamine + S-adenosyl-L-methionine = 3-amino-2,3-dideoxy-scyllo-inosose + 5'-deoxyadenosine + L-methionine + H(+)	CHEBI:65003;CHEBI:59789;CHEBI:65002;CHEBI:17319;CHEBI:57844;CHEBI:15378	EC:1.1.99.38 2-deoxy-scyllo-inosamine dehydrogenase (AdoMet-dependent)	1
RHEA:34287	1.14.18.1	2 L-dopa + O2 = 2 L-dopaquinone + 2 H2O	CHEBI:57504;CHEBI:15379;CHEBI:57924;CHEBI:15377	EC:1.14.18.1 tyrosinase	3921
RHEA:34371	3.5.1.4	indole-3-acetamide + H2O = (indol-3-yl)acetate + NH4(+)	CHEBI:16031;CHEBI:15377;CHEBI:30854;CHEBI:28938	EC:3.5.1.4 amidase	1
RHEA:34391	2.4.1.288	beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 28 UDP-alpha-D-galactofuranose = [beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->6)]14-beta-D-galactofuranosyl-(1->5)-beta-D-galactofuranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octa-cis-decaprenol + 28 UDP + 28 H(+)	CHEBI:67210;CHEBI:66915;CHEBI:67212;CHEBI:58223;CHEBI:15378	EC:2.4.1.288 galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase	2
RHEA:34395	5.4.3.10	L-phenylalanine = L-beta-phenylalanine	CHEBI:58095;CHEBI:67158	EC:5.4.3.10 phenylalanine aminomutase (L-beta-phenylalanine forming)	3
RHEA:34407	2.7.7.84	3 ATP = 5'-triphosphoadenylyl-(2'->5')-adenylyl-(2'->5')-adenosine + 2 diphosphate	CHEBI:30616;CHEBI:67143;CHEBI:33019	EC:2.7.7.84 2'-5' oligoadenylate synthase	1086
RHEA:34415	1.14.14.108	(1R,4R)-bornane-2,5-dione + FMNH2 + O2 = (1R,4R)-5-oxo-1,2-campholide + FMN + H2O + H(+)	CHEBI:15392;CHEBI:57618;CHEBI:15379;CHEBI:18130;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.108 2,5-diketocamphane 1,2-monooxygenase	2
RHEA:34435	2.1.1.261	4-(3-methylbut-2-enyl)-L-tryptophan + S-adenosyl-L-methionine = 4-(3-methylbut-2-enyl)-L-abrine + S-adenosyl-L-homocysteine + H(+)	CHEBI:58209;CHEBI:59789;CHEBI:67248;CHEBI:57856;CHEBI:15378	EC:2.1.1.261 4-dimethylallyltryptophan N-methyltransferase	467
RHEA:34451	5.1.3.25	dTDP-6-deoxy-beta-L-talose = dTDP-beta-L-rhamnose	CHEBI:68576;CHEBI:57510	EC:5.1.3.25 dTDP-L-rhamnose 4-epimerase	1
RHEA:34459	4.2.3.141	8-hydroxycopalyl diphosphate + H2O = sclareol + diphosphate	CHEBI:64283;CHEBI:15377;CHEBI:9053;CHEBI:33019	EC:4.2.3.141 sclareol synthase	1
RHEA:34471	1.3.1.95	propanoyl-CoA + NAD(+) = acryloyl-CoA + NADH + H(+)	CHEBI:57392;CHEBI:57540;CHEBI:57367;CHEBI:57945;CHEBI:15378	EC:1.3.1.95 acryloyl-CoA reductase (NADH)	1
RHEA:34483	2.3.1.212	4-coumaroyl-CoA + malonyl-CoA + H2O + H(+) = 4-hydroxybenzalacetone + 2 CO2 + 2 CoA	CHEBI:57355;CHEBI:57384;CHEBI:15377;CHEBI:15378;CHEBI:68636;CHEBI:16526;CHEBI:57287	EC:2.3.1.212 benzalacetone synthase	2
RHEA:34495	1.13.11.12	(9Z,12Z,15Z)-octadecatrienoate + O2 = (13S)-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate	CHEBI:32387;CHEBI:15379;CHEBI:58757	EC:1.13.11.12 linoleate 13S-lipoxygenase	17
RHEA:34499	1.14.15.11	1-deoxypentalenate + reduced 2[4Fe-4S]-[ferredoxin] + O2 + 2 H(+) = pentalenate + oxidized 2[4Fe-4S]-[ferredoxin] + H2O	CHEBI:68650;CHEBI:33723;CHEBI:15379;CHEBI:15378;CHEBI:68649;CHEBI:33722;CHEBI:15377	EC:1.14.15.11 pentalenic acid synthase	1
RHEA:34503	4.2.3.138	(2E,6E)-farnesyl diphosphate + H2O = (+)-epi-alpha-bisabolol + diphosphate	CHEBI:175763;CHEBI:15377;CHEBI:68658;CHEBI:33019	EC:4.2.3.138 (+)-epi-alpha-bisabolol synthase	1
RHEA:34527	5.4.3.11	L-phenylalanine = (S)-3-amino-3-phenylpropanoate	CHEBI:58095;CHEBI:68506	EC:5.4.3.11 phenylalanine aminomutase (D-beta-phenylalanine forming)	0
RHEA:34531	2.3.1.209	dTDP-4-amino-4,6-dideoxy-alpha-D-glucose + acetyl-CoA = dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose + CoA + H(+)	CHEBI:68501;CHEBI:57288;CHEBI:68675;CHEBI:57287;CHEBI:15378	EC:2.3.1.209 dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase	1
RHEA:34555	1.1.1.337	a (2S)-2-hydroxycarboxylate + NAD(+) = a 2-oxocarboxylate + NADH + H(+)	CHEBI:58123;CHEBI:57540;CHEBI:35179;CHEBI:57945;CHEBI:15378	EC:1.1.1.337 L-2-hydroxycarboxylate dehydrogenase (NAD(+));EC:1.1.1.375 L-2-hydroxycarboxylate dehydrogenase [NAD(P)(+)]	3
RHEA:34559	1.1.1.340	1-deoxy-11beta-hydroxypentalenate + NAD(+) = 1-deoxy-11-oxopentalenate + NADH + H(+)	CHEBI:70779;CHEBI:57540;CHEBI:70780;CHEBI:57945;CHEBI:15378	EC:1.1.1.340 1-deoxy-11beta-hydroxypentalenate dehydrogenase	3
RHEA:34575	1.14.19.8	pentalenolactone F + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = pentalenolactone + 2 oxidized [2Fe-2S]-[ferredoxin] + 2 H2O	CHEBI:70789;CHEBI:33738;CHEBI:15379;CHEBI:15378;CHEBI:70790;CHEBI:33737;CHEBI:15377	EC:1.14.19.8 pentalenolactone synthase	2
RHEA:34615	1.13.11.73	2-hydroxyethylphosphonate + O2 = methylphosphonate + hydrogencarbonate + H(+)	CHEBI:60991;CHEBI:15379;CHEBI:68684;CHEBI:17544;CHEBI:15378	EC:1.13.11.73 methylphosphonate synthase	1
RHEA:34619	1.14.11.35	1-deoxypentalenate + 2-oxoglutarate + O2 = 1-deoxy-11beta-hydroxypentalenate + succinate + CO2	CHEBI:68650;CHEBI:16810;CHEBI:15379;CHEBI:70779;CHEBI:30031;CHEBI:16526	EC:1.14.11.35 1-deoxypentalenic acid 11beta-hydroxylase	3
RHEA:34631	1.14.15.15	5beta-cholestane-3alpha,7alpha,12alpha-triol + 6 reduced [adrenodoxin] + 3 O2 + 5 H(+) = (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate + 6 oxidized [adrenodoxin] + 4 H2O	CHEBI:16496;CHEBI:33738;CHEBI:15379;CHEBI:15378;CHEBI:58734;CHEBI:33737;CHEBI:15377	EC:1.14.15.15 cholestanetriol 26-monooxygenase	5
RHEA:34779	1.1.1.213,1.1.1.357,1.1.1.50	a 3alpha-hydroxysteroid + NAD(+) = a 3-oxosteroid + NADH + H(+)	CHEBI:36835;CHEBI:57540;CHEBI:47788;CHEBI:57945;CHEBI:15378	EC:1.1.1.50 3alpha-hydroxysteroid 3-dehydrogenase (Si-specific);EC:1.1.1.213 3alpha-hydroxysteroid dehydrogenase (Re-specific);EC:1.1.1.357 3alpha-hydroxysteroid 3-dehydrogenase	302
RHEA:34783	1.1.1.213,1.1.1.357,1.1.1.50	a 3alpha-hydroxysteroid + NADP(+) = a 3-oxosteroid + NADPH + H(+)	CHEBI:36835;CHEBI:58349;CHEBI:47788;CHEBI:57783;CHEBI:15378	EC:1.1.1.50 3alpha-hydroxysteroid 3-dehydrogenase (Si-specific);EC:1.1.1.213 3alpha-hydroxysteroid dehydrogenase (Re-specific);EC:1.1.1.357 3alpha-hydroxysteroid 3-dehydrogenase	302
RHEA:34787	1.1.1.270	a 3beta-hydroxysteroid + NADP(+) = a 3-oxosteroid + NADPH + H(+)	CHEBI:36836;CHEBI:58349;CHEBI:47788;CHEBI:57783;CHEBI:15378	EC:1.1.1.270 3beta-hydroxysteroid 3-dehydrogenase	21
RHEA:34791	1.13.11.72	2-hydroxyethylphosphonate + O2 = hydroxymethylphosphonate + formate + H(+)	CHEBI:60991;CHEBI:15379;CHEBI:71199;CHEBI:15740;CHEBI:15378	EC:1.13.11.72 2-hydroxyethylphosphonate dioxygenase	1
RHEA:34795	3.1.4.55	alpha-D-ribose 1,2-cyclic phosphate 5-phosphate + H2O = alpha-D-ribose 1,5-bisphosphate + H(+)	CHEBI:68687;CHEBI:15377;CHEBI:68688;CHEBI:15378	EC:3.1.4.55 phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	1
RHEA:34823	2.3.1.217	(E)-feruloylacetyl-CoA + (E)-feruloyl-CoA + H2O = curcumin + CO2 + 2 CoA	CHEBI:142389;CHEBI:87305;CHEBI:15377;CHEBI:3962;CHEBI:16526;CHEBI:57287	EC:2.3.1.217 curcumin synthase	3
RHEA:34847	1.5.1.50	7,8-dihydromonapterin + NADPH + H(+) = 5,6,7,8-tetrahydromonapterin + NADP(+)	CHEBI:71175;CHEBI:57783;CHEBI:15378;CHEBI:71177;CHEBI:58349	EC:1.5.1.50 dihydromonapterin reductase	2311
RHEA:35047	2.10.1.1	adenylyl-molybdopterin + molybdate = Mo-molybdopterin + AMP + H(+)	CHEBI:62727;CHEBI:36264;CHEBI:71302;CHEBI:456215;CHEBI:15378	EC:2.10.1.1 molybdopterin molybdotransferase	54384
RHEA:35095	4.3.99.4	choline = trimethylamine + acetaldehyde	CHEBI:15354;CHEBI:58389;CHEBI:15343	EC:4.3.99.4 choline trimethylamine-lyase	460
RHEA:35107	1.4.3.21	3-nitrotyramine + O2 + H2O = 4-hydroxy-3-nitrophenylacetaldehyde + H2O2 + NH4(+)	CHEBI:71286;CHEBI:15379;CHEBI:15377;CHEBI:71287;CHEBI:16240;CHEBI:28938	EC:1.4.3.21 primary-amine oxidase	0
RHEA:35111	1.1.1.346	2-dehydro-L-idonate + NADP(+) = 2,5-didehydro-D-gluconate + NADPH + H(+)	CHEBI:36602;CHEBI:58349;CHEBI:11449;CHEBI:57783;CHEBI:15378	EC:1.1.1.346 2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)	10
RHEA:35115	2.3.1.218	4-coumaroyl-CoA + malonyl-CoA + H(+) = (4-coumaroyl)acetyl-CoA + CO2 + CoA	CHEBI:57355;CHEBI:57384;CHEBI:15378;CHEBI:71211;CHEBI:16526;CHEBI:57287	EC:2.3.1.218 phenylpropanoylacetyl-CoA synthase	1
RHEA:35119	2.3.1.219	(4-coumaroyl)acetyl-CoA + 4-coumaroyl-CoA + H2O = bisdemethoxycurcumin + CO2 + 2 CoA	CHEBI:71211;CHEBI:57355;CHEBI:15377;CHEBI:71045;CHEBI:16526;CHEBI:57287	EC:2.3.1.219 demethoxycurcumin synthase	1
RHEA:35139	2.3.1.219	(E)-feruloylacetyl-CoA + (E)-4-coumaroyl-CoA + H2O = demethoxycurcumin + CO2 + 2 CoA	CHEBI:142389;CHEBI:85008;CHEBI:15377;CHEBI:65737;CHEBI:16526;CHEBI:57287	EC:2.3.1.219 demethoxycurcumin synthase	1
RHEA:35143	2.3.1.220	benzoyl-CoA + 3 malonyl-CoA + 2 H(+) = 2,4,6-trihydroxybenzophenone + 3 CO2 + 4 CoA	CHEBI:57369;CHEBI:57384;CHEBI:15378;CHEBI:77765;CHEBI:16526;CHEBI:57287	EC:2.3.1.220 2,4,6-trihydroxybenzophenone synthase	2
RHEA:35207	3.6.1.64,3.6.1.6	IDP + H2O = IMP + phosphate + H(+)	CHEBI:58280;CHEBI:15377;CHEBI:58053;CHEBI:43474;CHEBI:15378	EC:3.6.1.6 nucleoside diphosphate phosphatase;EC:3.6.1.64 inosine diphosphate phosphatase	3302
RHEA:35211	3.6.1.64	dIDP + H2O = dIMP + phosphate + H(+)	CHEBI:62286;CHEBI:15377;CHEBI:61194;CHEBI:43474;CHEBI:15378	EC:3.6.1.64 inosine diphosphate phosphatase	726
RHEA:35323	1.17.1.8	(S)-2,3,4,5-tetrahydrodipicolinate + NAD(+) + H2O = (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + NADH + H(+)	CHEBI:16845;CHEBI:57540;CHEBI:15377;CHEBI:67139;CHEBI:57945;CHEBI:15378	EC:1.17.1.8 4-hydroxy-tetrahydrodipicolinate reductase	39908
RHEA:35331	1.17.1.8	(S)-2,3,4,5-tetrahydrodipicolinate + NADP(+) + H2O = (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + NADPH + H(+)	CHEBI:16845;CHEBI:58349;CHEBI:15377;CHEBI:67139;CHEBI:57783;CHEBI:15378	EC:1.17.1.8 4-hydroxy-tetrahydrodipicolinate reductase	39908
RHEA:35411	2.3.1.215	an anthocyanidin 3-O-beta-D-glucoside + (E)-4-coumaroyl-CoA = an anthocyanidin 3-O-[6-O-(4-hydroxycinnamoyl)-beta-D-glucoside] + CoA + H(+)	CHEBI:16307;CHEBI:85008;CHEBI:71505;CHEBI:57287;CHEBI:15378	EC:2.3.1.215 anthocyanidin 3-O-glucoside 6''-O-acyltransferase	1
RHEA:35423	2.4.1.298	an anthocyanidin 3-O-beta-D-glucoside + UDP-alpha-D-glucose = an anthocyanidin 3,5-di-O-beta-D-glucoside + UDP + 2 H(+)	CHEBI:16307;CHEBI:58885;CHEBI:57503;CHEBI:58223;CHEBI:15378	EC:2.4.1.298 anthocyanidin 3-O-glucoside 5-O-glucosyltransferase	4
RHEA:35427	2.4.1.299	cyanidin 3-O-beta-D-glucoside + 1-O-(trans-sinapoyl)-beta-D-glucose = cyanidin 3,5-di-O-beta-D-glucoside + (E)-sinapate	CHEBI:77857;CHEBI:16546;CHEBI:71511;CHEBI:30023	EC:2.4.1.299 cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose)	1
RHEA:35431	2.4.1.300	1-O-(4-hydroxy-3-methoxybenzoyl)-beta-D-glucose + cyanidin 3-O-beta-D-glucoside = cyanidin 3,7-di-O-beta-D-glucoside + vanillate	CHEBI:71512;CHEBI:77857;CHEBI:71513;CHEBI:16632	EC:2.4.1.300 cyanidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose)	1
RHEA:35467	2.1.1.269	S,S-dimethyl-beta-propiothetin + (6S)-5,6,7,8-tetrahydrofolate = 3-(methylsulfanyl)propanoate + (6S)-5-methyl-5,6,7,8-tetrahydrofolate + H(+)	CHEBI:16457;CHEBI:57453;CHEBI:49016;CHEBI:18608;CHEBI:15378	EC:2.1.1.269 dimethylsulfoniopropionate demethylase	2
RHEA:35515	2.3.1.214	4'''-demalonylsalvianin + malonyl-CoA = salvianin + CoA	CHEBI:58638;CHEBI:57384;CHEBI:71606;CHEBI:57287	EC:2.3.1.214 pelargonidin 3-O-(6-caffeoylglucoside) 5-O-(6-O-malonylglucoside) 4'''-malonyltransferase	1
RHEA:35531	1.3.3.13	cyclo(L-phenylalanyl-L-leucyl) + 2 O2 = albonoursin + 2 H2O2	CHEBI:71608;CHEBI:15379;CHEBI:71609;CHEBI:16240	EC:1.3.3.13 albonoursin synthase	1
RHEA:35583	4.1.2.51	2-dehydro-3-deoxy-D-gluconate = D-glyceraldehyde + pyruvate	CHEBI:57990;CHEBI:17378;CHEBI:15361	EC:4.1.2.51 2-dehydro-3-deoxy-D-gluconate aldolase	13
RHEA:35587	3.1.3.102	FMN + H2O = riboflavin + phosphate	CHEBI:58210;CHEBI:15377;CHEBI:57986;CHEBI:43474	EC:3.1.3.102 FMN hydrolase	2
RHEA:35631	2.4.1.294	cyanidin + UDP-alpha-D-galactose = cyanidin 3-O-beta-D-galactoside + UDP + H(+)	CHEBI:71682;CHEBI:66914;CHEBI:77935;CHEBI:58223;CHEBI:15378	EC:2.4.1.294 cyanidin 3-O-galactosyltransferase	3
RHEA:35639	4.1.3.16	(4S)-4-hydroxy-2-oxoglutarate = glyoxylate + pyruvate	CHEBI:71685;CHEBI:36655;CHEBI:15361	EC:4.1.3.16 4-hydroxy-2-oxoglutarate aldolase;EC:4.1.3.42 (4S)-4-hydroxy-2-oxoglutarate aldolase	2305
RHEA:35643	1.1.1.345	a (2R)-2-hydroxycarboxylate + NAD(+) = a 2-oxocarboxylate + NADH + H(+)	CHEBI:58314;CHEBI:57540;CHEBI:35179;CHEBI:57945;CHEBI:15378	EC:1.1.1.345 D-2-hydroxyacid dehydrogenase (NAD(+))	2
RHEA:35711	2.8.3.18	succinyl-CoA + acetate = succinate + acetyl-CoA	CHEBI:57292;CHEBI:30089;CHEBI:30031;CHEBI:57288	EC:2.8.3.18 succinyl-CoA:acetate CoA-transferase	3
RHEA:35739	1.14.15.6	6 reduced [adrenodoxin] + cholesterol + 3 O2 + 6 H(+) = 4-methylpentanal + pregnenolone + 6 oxidized [adrenodoxin] + 4 H2O	CHEBI:33738;CHEBI:16113;CHEBI:15379;CHEBI:15378;CHEBI:17998;CHEBI:16581;CHEBI:33737;CHEBI:15377	EC:1.14.15.6 cholesterol monooxygenase (side-chain-cleaving)	1371
RHEA:35783	2.4.1.301	neamine + UDP-alpha-D-kanosamine = kanamycin B + UDP + H(+)	CHEBI:65076;CHEBI:71964;CHEBI:58549;CHEBI:58223;CHEBI:15378	EC:2.4.1.301 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase	1
RHEA:35787	2.4.1.301	paromamine + UDP-alpha-D-kanosamine = kanamycin C + UDP + H(+)	CHEBI:65015;CHEBI:71964;CHEBI:72755;CHEBI:58223;CHEBI:15378	EC:2.4.1.301 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase	1
RHEA:35791	2.4.1.301	2'-deamino-2'-hydroxyparomamine + UDP-alpha-D-kanosamine = kanamycin X + UDP + H(+)	CHEBI:65071;CHEBI:71964;CHEBI:72756;CHEBI:58223;CHEBI:15378	EC:2.4.1.301 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase	1
RHEA:35795	2.4.1.301	2'-deamino-2'-hydroxyneamine + UDP-alpha-D-kanosamine = kanamycin A + UDP + H(+)	CHEBI:67213;CHEBI:71964;CHEBI:58214;CHEBI:58223;CHEBI:15378	EC:2.4.1.301 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase	1
RHEA:35815	2.4.2.54	4-aminobenzoate + 5-phospho-alpha-D-ribose 1-diphosphate + H(+) = 4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate + CO2 + diphosphate	CHEBI:17836;CHEBI:58017;CHEBI:15378;CHEBI:72778;CHEBI:16526;CHEBI:33019	EC:2.4.2.54 beta-ribofuranosylphenol 5'-phosphate synthase	3
RHEA:35819	1.5.1.47	5,6,7,8-tetrahydromethanopterin + NADP(+) = 7,8-dihydromethanopterin + NADPH + H(+)	CHEBI:58103;CHEBI:58349;CHEBI:72788;CHEBI:57783;CHEBI:15378	EC:1.5.1.47 dihydromethanopterin reductase [NAD(P)(+)]	1
RHEA:35823	1.5.1.47	5,6,7,8-tetrahydromethanopterin + NAD(+) = 7,8-dihydromethanopterin + NADH + H(+)	CHEBI:58103;CHEBI:57540;CHEBI:72788;CHEBI:57945;CHEBI:15378	EC:1.5.1.47 dihydromethanopterin reductase [NAD(P)(+)]	1
RHEA:35827	3.5.3.24	N(1)-(3-aminopropyl)agmatine + H2O = urea + spermidine	CHEBI:64335;CHEBI:15377;CHEBI:16199;CHEBI:57834	EC:3.5.3.24 N(1)-aminopropylagmatine ureohydrolase	4
RHEA:35847	2.7.1.91	sphing-4-enine + ATP = sphing-4-enine 1-phosphate + ADP + H(+)	CHEBI:57756;CHEBI:30616;CHEBI:60119;CHEBI:456216;CHEBI:15378	EC:2.7.1.91 sphingosine kinase	5
RHEA:35939	2.5.1.106	brevianamide F + dimethylallyl diphosphate = tryprostatin B + diphosphate	CHEBI:64530;CHEBI:57623;CHEBI:72760;CHEBI:33019	EC:2.5.1.106 tryprostatin B synthase	3
RHEA:35943	2.5.1.109	brevianamide F + dimethylallyl diphosphate = deoxybrevianamide E + diphosphate	CHEBI:64530;CHEBI:57623;CHEBI:72948;CHEBI:33019	EC:2.5.1.109 brevianamide F prenyltransferase (deoxybrevianamide E-forming)	2
RHEA:35971	2.5.1.110	12alpha,13alpha-dihydroxyfumitremorgin C + dimethylallyl diphosphate = fumitremorgin B + diphosphate	CHEBI:72764;CHEBI:57623;CHEBI:64531;CHEBI:33019	EC:2.5.1.110 12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase	3
RHEA:36003	4.1.3.43	(S)-4-hydroxy-2-oxohexanoate = propanal + pyruvate	CHEBI:73142;CHEBI:17153;CHEBI:15361	EC:4.1.3.43 4-hydroxy-2-oxohexanoate aldolase	2537
RHEA:36027	1.2.1.87	propanal + NAD(+) + CoA = propanoyl-CoA + NADH + H(+)	CHEBI:17153;CHEBI:57540;CHEBI:57287;CHEBI:57392;CHEBI:57945;CHEBI:15378	EC:1.2.1.87 propanal dehydrogenase (CoA-propanoylating)	310
RHEA:36047	1.2.99.8	D-glyceraldehyde + A + H2O = (R)-glycerate + AH2 + H(+)	CHEBI:17378;CHEBI:13193;CHEBI:15377;CHEBI:16659;CHEBI:17499;CHEBI:15378	EC:1.2.99.8 glyceraldehyde dehydrogenase (FAD-containing)	3
RHEA:36051	3.2.1.185	beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranose + H2O = 2 beta-L-arabinofuranose	CHEBI:73180;CHEBI:15377;CHEBI:28272	EC:3.2.1.185 non-reducing end beta-L-arabinofuranosidase	1
RHEA:36055	3.5.4.11	a 2-amino-4-hydroxypteridine + H2O + H(+) = a 2,4-dihydroxypteridine + NH4(+)	CHEBI:73184;CHEBI:15377;CHEBI:15378;CHEBI:73186;CHEBI:28938	EC:3.5.4.11 pterin deaminase	2
RHEA:36063	4.2.3.143	(2E,6E)-farnesyl diphosphate + H2O = kunzeaol + diphosphate	CHEBI:175763;CHEBI:15377;CHEBI:72776;CHEBI:33019	EC:4.2.3.143 kunzeaol synthase	1
RHEA:36071	4.2.99.22	6-tuliposide A = tulipalin A + D-glucose	CHEBI:72781;CHEBI:104120;CHEBI:4167	EC:4.2.99.22 tuliposide A-converting enzyme	197
RHEA:36095	2.1.1.274	salicylate + S-adenosyl-L-methionine = methyl salicylate + S-adenosyl-L-homocysteine	CHEBI:30762;CHEBI:59789;CHEBI:31832;CHEBI:57856	EC:2.1.1.274 salicylate carboxymethyltransferase	5
RHEA:36099	2.1.1.273	benzoate + S-adenosyl-L-methionine = methyl benzoate + S-adenosyl-L-homocysteine	CHEBI:16150;CHEBI:59789;CHEBI:72775;CHEBI:57856	EC:2.1.1.273 benzoate O-methyltransferase	7
RHEA:36103	2.1.1.277	anthranilate + S-adenosyl-L-methionine = O-methyl anthranilate + S-adenosyl-L-homocysteine	CHEBI:16567;CHEBI:59789;CHEBI:73244;CHEBI:57856	EC:2.1.1.277 anthranilate O-methyltransferase	3
RHEA:36107	2.1.1.275,2.1.1.276	gibberellin A4 + S-adenosyl-L-methionine = O-methyl gibberellin A4 + S-adenosyl-L-homocysteine	CHEBI:73251;CHEBI:59789;CHEBI:73252;CHEBI:57856	EC:2.1.1.275 gibberellin A9 O-methyltransferase;EC:2.1.1.276 gibberellin A4 carboxyl methyltransferase	1
RHEA:36115	2.1.1.275,2.1.1.276	gibberellin A3 + S-adenosyl-L-methionine = O-methyl gibberellin A3 + S-adenosyl-L-homocysteine	CHEBI:58590;CHEBI:59789;CHEBI:73253;CHEBI:57856	EC:2.1.1.275 gibberellin A9 O-methyltransferase;EC:2.1.1.276 gibberellin A4 carboxyl methyltransferase	0
