Organism,Consensus optimal temperature,ARS,ATCC,BCCM,BCRC,CABRI,CCM,CCUG,CECT,CICC,DSMZ,HAMBI,JCM,KEMB,NBIMCC,NBRC,NCIMB,NCMA,NCTC,NIES,VKM,CIP
Methylobacterium oryzae,28,,,28,28,28,,,,,28,,30,,,30,,,,,,
Methylobacterium oryzihabitans,28,,,28,28,,,,,,,,,27,,,,,,,,
Methylobacterium oxalidis,28,,,28,,,,,,,28,,,,,28,,,,,,
Methylobacterium persicinum,28,,,,,,,,26,,28,,,,,30,,,,,,
Methylobacterium phyllosphaerae,28,,,28,,28,,,,,28,,30,28,,28,,,,,,
Methylobacterium phyllostachyos,30,,,,,,,,,,,,,,,30,,,,,,
Methylobacterium platani,30,,,28,,,,,,,,,30,30,,,,,,,,
Methylobacterium podarium,37,,,,,37,,,,,,,,,,,,,,,,
Methylobacterium pseudosasicola,30,,,,,,,,,,,,,,,30,,,,,,
Methylobacterium radiodurans,25,,,,,,,,,,,,,25,,,,,,,,
Methylobacterium radiotolerans,30,,,25,26,25,27,30,,,28,,30,,,30,30,,,,30,
Methylobacterium radiotolerans-like,30,,,,,,,30,,,,,,,,,,,,,,
Methylobacterium rhodesianum,27,28,,25,,25,,,,,,,,,,,30,,,,30,
Methylobacterium rhodinum,25,,28,25,,25,,,,,,,,,,,,,,,29,
Methylobacterium segetis,25,,,,,,,,,,,,25,25,,,,,,,,
Methylobacterium soli,28,,,,,,,,,,28,,,28,,,,,,,,
Methylobacterium suomiense,25,,,,25,26,,30,,,,,,25,,,,,,,27,
Methylobacterium symbioticum,30,,,,,,,,30,,,,,,,,,,,,,
Methylobacterium tardum,29,,,,,,,,,,28,,,,,30,,,,,,
Methylobacterium tarhaniae,28,,,,,,,,,,28,,,,,,,,,,,
Methylobacterium terrae,25,,,,,,,,,,,,,25,,,,,,,,
Methylobacterium terricola,25,,,,,,,,,,,,,,,25,,,,,,
Methylobacterium thiocyanatum,30,,,,30,30,,,,,,,,,,,,,,,30,
Methylobacterium thuringiense,25,,,25,,,25,,,,25,,,,,,,,,,,
Methylobacterium trifolii,25,,,25,,,25,,,,,,,,,,,,,,,
Methylobacterium variabile,28,,,28,28,28,27,,30,,28,,,,,,,,,,,
Methylobacterium zatmanii,30,,,25,,25,27,30,,,,,,,,,30,,,,30,
Methylobacter luteus,30,,,,,30,,,,,,,,,,,,,,,,
Methylobacter marinus,29,,,,,,,,,,,,,,,,,,,,29,
Methylobacter tundripaludum,25,,,,,25,,,,,,,,,,,,,,,,
Methylobrevis albus,33,,,,,,,,,,,,,33,,,,,,,,
Methylobrevis pamukkalensis,30,,,,,,,30,,,28,,30,,,,,,,,29,
Methylocaldum gracile,30,,,,,30,,,,,,,,,,,,,,,,
Methylocaldum marinum,35,,,,,,,,,,,,,,,35,,,,,,
Methylocapsa acidiphila,22,,,,,22,,,,,22,,,,,,,,,,,
Methylocapsa acidophila,30,,,,,30,,,,,,,,,,,,,,,,
Methylocapsa aurea,28,,,,,,,,,,28,,,,,,,,,,28,
Methylocapsa palsarum,20,,,20,,,,,,,,,,,,,,,,,21,
Methyloceanibacter caenitepidi,35,,,30,,,,,,,35,,,,,35,,,,,,
Methyloceanibacter marginalis,28,,,28,,,,,,,,,,,,,,,,,,
Methyloceanibacter methanicus,28,,,28,,,,,,,,,,,,,,,,,,
Methyloceanibacter stevinii,28,,,28,,,,,,,,,,,,,,,,,,
Methyloceanibacter superfactus,28,,,28,,,,,,,,,,,,,,,,,,
Methylocella silvestris,25,,,28,,25,,,,,25,,,28,,,,,,,,25
Methylocella tundrae,20,,,20,,20,,,,,20,,,20,,,,,,,,
Methylococcus capsulatus,37,,37,37,,45,,,,,,,,,,,45,,,,37,
Methylococcus geothermalis,38,,,,,,,,,,,,40,37,,,,,,,,
Methylococcus thermophilus,45,,,,,45,,,,,,,,,,,,,,,,
Methylococcus ucrainicus,30,,,,,30,,,,,,,,,,,,,,,,
Methylocyclus albus,30,,,,,,,,,,,,,,,,,,,,30,
Methylocystis bryophila,22,,,,,,,,,,22,,,,,,,,,,22,
Methylocystis echinoides,28,,,28,,,,,,,,,,,,,,,,,29,
Methylocystis heyeri,20,,,,,,,,,,20,,,,,,,,,,,
Methylocystis hirsuta,28,,,28,,,,,,,28,,,,,,,,,,,
Methylocystis methanolicus,30,,,,,30,,,,,,,,,,,30,,,,,
Methylocystis parvus,30,,,,,30,,,,,,,,,,,30,,,,29,
Methylocystis pyreformis,30,,,,,30,,,,,,,,,,,30,,,,,
Methylocystis rosea,25,,,28,,25,,,,,25,,,,,,,,,,29,
Methyloferula stellata,21,,,20,,20,,,,,23,,,,,,,,,,23,
Methylogaea oryzae,30,,,,,,,,,,30,,,,,,,,,,,
Methyloglobulus morosus,20,,,,,,,,,,20,,,,,,,,,,,
Methylohalobius crimeensis,30,,,,,,,,,,30,,,,,,,,,,,
Methylohalomonas lacus,28,,,,,,,,,,28,,,,,,,,,,,
Methyloligella halotolerans,28,,,,,,,30,,,28,,,,,,,,,,28,
Methyloligella solikamskensis,30,,,,,,,30,,,,,,,,,,,,,,
Methyloligella solikamskia,29,,,,,,,,,,,,,,,,,,,,29,
Methylolobus aquaticus,26,,,,,,,,,,,,25,27,,,,,,,,
Methylomagnum ishizawai,30,,,,,,,,,,28,,30,30,,30,,,,,,
Methylomarinovum caldicuralii,45,,,,,,,,,,45,,45,,,,,,,,,
Methylomarinum vadi,37,,,,,,,,,,37,,37,,,,,,,,,
Methylomicrobium alcaliphilum,30,,,,,30,,,,,,,,,,,,,,,30,
Methylomicrobium buryatense,30,,,,,,,,,,,,,,,,,,,,30,
Methylomicrobium japanense,20,,,,,,,,,,,,,,,20,,,,,,
Methylomicrobium kenyense,29,,,,,,,,,,,,,,,,,,,,29,
Methylomicrobium lacus,30,,,,,,,,,,,,30,,,,,,,,,
Methylomonas clara,37,,,,,37,,,,,,,,,,,,,,,,
Methylomonas koyamae,29,,,28,,,,,,,,,,,,30,,,,,,
Methylomonas lenta,20,,,20,,,,,,,,,,,,,,,,,,
Methylomonas methanica,30,,,20,,30,,,,,28,,,,,,30,,,,29,
Methylomonas paludis,25,,,,,,,,,,25,,,,,,,,,,,
Methylomonas rubra,30,,,,,30,,,,,,,,,,,,,,,,
Methylomusa anaerophila,31,,,,,,,,,,,,30,33,,,,,,,,
Methylonatrum kenyense,28,,,,,,,,,,28,,,,,,,,,,,
Methyloparacoccus murrellii,29,,,28,,,,,,,,,30,,,,,,,,,
Methylophaga alcalica,30,,,,,30,,,,,30,,,,,,,,,,29,
Methylophaga aminisulfidivorans,30,,,,,,,,,,,,30,30,,,,,,,29,
Methylophaga frappieri,28,,,,,,,,,,28,,,,,,,,,,,
Methylophaga lonarensis,29,,,,,,,,,,,,,,,,,,,,29,
Methylophaga marina,30,,,,,25,,,,,28,,30,,,30,,,,,29,30
Methylophaga muralis,28,,,,,,,,,,28,,29,,,,,,,,29,
Methylophaga nitratireducenticrescens,28,,,,,,,,,,28,,,,,,,,,,,
Methylophaga sulfidovorans,25,,,,,25,,,,,25,,27,,,30,,,,,,25
Methylophaga thalassica,30,,,25,,25,,,,,24,,30,,,30,,,,,29,30
Methylophaga thiooxydans,26,,,,,,,,,,28,,,,,,,,,,25,
Methylophilus aquaticus,28,,,,,,,30,,,,,25,,,,,,,,29,
Methylophilus flavus,28,,,,,,,30,,,28,,,,,,,,,,28,
Methylophilus glucoseoxidans,28,,,,,28,,,,,,,,,,,,,,,,
Methylophilus glucosoxydans,29,,,,,,,30,,,28,,,,,,,,,,,
Methylophilus leisingeri,30,,,,,30,,,,,30,,,,,,,,,,,
Methylophilus leisingerii,28,,,,,,,,,,,,,,,,,,,,28,
Methylophilus luteus,28,,,,,,,,,,28,,,,,,,,,,28,
Methylophilus methylotrophus,30,,30,30,30,30,,30,,,33,,,,,,25,,,,29,
Methylophilus quaylei,29,,,,,,,,,,28,,29,,,,30,,,,29,
Methylopila capsulata,29,,,,,30,,,,,29,,,,,,,,,,29,
Methylopila carotae,28,,,,,,,30,,,,,,,,,,,,,26,
Methylopila helvetica,30,,,,,30,,,,,,,,,,,,,,,,
Methylopila henanense,37,,,37,,,,,,,,,,,,,,,,,,
Methylopila jiangsuensis,28,,,,,,,,,,28,,,,,,,,,,28,
Methylopila musalis,28,,,,,,,30,,,28,,,,,,,,,,28,
Methylopila oligotropha,30,,,,,,,30,,,28,,,,,,,,,,30,
Methylopila turkensis,28,,,,,,,,,,28,,,,,,,,,,28,
Methyloprofundus sedimenti,20,,,20,,,,,,,20,,,,,,,,,,,
Methyloradius palustris,25,,,,,,,,,,,,,,,25,,,,,,
Methylorhabdus multivorans,30,,,,,27,,,,,,,,,,,,,,,30,30
Methylorosula polaris,20,,,,,,,,,,20,,,,,,,,,,,
Methylorubrum aminovorans,30,,,,,,30,,,,28,,30,,,30,,,,,,30
Methylorubrum endophytica,30,30,,,,,,,,,,,,,,,,,,,,
Methylorubrum extorquens,30,,,,,,,30,,,30,,30,,,30,,,,,,
Methylorubrum podarium,37,,,,,,,,,,37,,,,,,,,,,,
Methylorubrum rhodesianum,30,,,,,,27,30,30,,29,,30,25,,30,,,,,,30
Methylorubrum rhodinum,30,,,,,,27,30,,,30,,30,,,30,,,,,,25
Methylorubrum suomiense,28,,,,,,,,,,28,,,,,,,,,,,
Methylorubrum thiocyanatum,30,,,,,,,,,,30,,30,,,,,,,,,
Methylorubrum zatmanii,30,,,,,,,,,,30,,30,,,30,,,,,,30
Methylosarcina fibrata,30,,,28,,30,,,,,30,,,,,,,,,,,
Methylosarcina quisquiliarum,30,,,,,30,,,,,30,,,,,,,,,,,
Methylosinus acidophilus,25,,,,,,,,,,25,,,,,,,,,,,
Methylosinus sporium,30,,,,,30,,,,,28,,,,,,30,,,,29,
Methylosinus trichosporium,30,,,,,30,,,,,,,,30,,,30,,,,29,
Methylosoma difficile,20,,,,,,,,,,20,,,,,,,,,,,
Methylotenera mobilis,30,,,,,30,,,,,30,,,,,,,,,,,
Methylotenera versatilis,25,,,,,,,,,,25,,,,,,,,,,,
Methyloterricola oryzae,25,,,25,,,,,,,,,,,,,,,,,,
Methyloterrigena soli,30,,,,,,,,,,,,30,,,,,,,,,
Methylothermus subterraneus,52,,,,,,,,,,55,,50,,,,,,,,,
Methylotuvimicrobium alcaliphilum,28,,,28,,,,,,,28,,,,,,,,,,,
Methylotuvimicrobium kenyense,28,,,,,,,,,,28,,,,,,,,,,,
Methyloversatilis discipulorum,30,,,,,,,,,,,,27,,,,,,,,33,
Methyloversatilis thermotolerans,31,,,,,,,30,,,,,,,,,,,,,33,
Methyloversatilis universalis,32,,,,,,,33,,,28,,30,,,,,,,,37,
Methylovirgula ligni,25,,,,,,,,,,25,,,,,,,,,,,
Methylovorus glucosotrophus,30,,,,,30,,,,,29,,,,,,30,,,,29,
Methylovorus mays,28,,,,,,,,,,28,,,,,,,,,,29,
Methylovorus menthalis,29,,,,,,,30,,,28,,,,,,,,,,29,
Methylovulum miyakonense,28,,,,,,,,,,,,,,,28,,,,,,
Methylovulum psychrotolerans,23,,,22,,,,,,,25,,,,,,,,,,,
Metschnikowia agaves,25,25,,,,,,,,,,,25,,,,,,,,,
Metschnikowia andauensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia anglica,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia arizonensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia australis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia bicuspidata,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia bowlesiae,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia caudata,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia chrysoperlae,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia corniflorae,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia dekortorum,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia drakensbergensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia fructicola,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia gruessii,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia hamakuensis,18,18,,,,,,,,,,,,,,,,,,,,
Metschnikowia hawaiiensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia hibisci,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia ipomoeae,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia kamakouana,18,18,,,,,,,,,,,,,,,,,,,,
Metschnikowia kofuensis,25,,,,,,,,,,,,25,,,,,,,,,
Metschnikowia koreensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia krissii,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia kunwiensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia lachancei,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia leonuri,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia lunata,25,25,,,,,,,,,,,25,,,,,,,,,
Metschnikowia matae,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia mauinuiana,18,18,,,,,,,,,,,,,,,,,,,,
Metschnikowia noctiluminum,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia peoriensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia proteae,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia pulcherrima,25,25,,,,,,,,26,25,,25,,,,,,,,,
Metschnikowia rancensis,25,,,,,,,,,,,,25,,,,,,,,,
Metschnikowia reukaufii,25,25,,,,,,,,,25,,25,,,,,,,,,
Metschnikowia rubicola,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia santaceciliae,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia shanxiensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia sinensis,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia torresii,25,,,,,,,,,,,,25,,,,,,,,,
Metschnikowia vanudenii,25,25,,,,,,,,,,,,,,,,,,,,
Metschnikowia viticola,25,,,,,,,,,,,,25,,,,,,,,,
Metschnikowia zobellii,25,25,,,,,,,,,25,,,,,,,,,,,
Meyerozyma amylolytica,22,,,,,,,,,,22,,,,,,,,,,,
Meyerozyma caribbica,25,25,,,,,,,,28,,,25,,,,,,,,,
Meyerozyma guilliermondii,25,25,,,,,,,,28,25,,25,,,,,,,,,
Microaerobacter geothermalis,52,,,,,,,,,,50,,55,,,,,,,,,
Microascus trigonosporus,28,,,,,,,,,,28,,,,,,,,,,,
Microbacterium aerolatum,28,,,28,28,28,22,,,,28,,28,28,,28,,,,,,25
Microbacterium agarici,30,,,,30,,30,30,,,28,,28,,,,,,,,,30
Microbacterium album,28,,,,,,,,,,28,,,28,,,,,,,,
Microbacterium algeriense,28,,,,,,,,,,28,,,,,,,,,,,
Microbacterium ammoniaphilum,31,28,,,30,,,,,36,,,,,,,,,,,,
Microbacterium amylolyticum,30,,,,,,30,,,,,,28,,,,,,,,,30
Microbacterium aoyamense,28,,,,28,,,,,,28,,28,,,28,,,,,,
Microbacterium aquimaris,29,,,,,,,,,,28,,28,30,,,,,,,,30
Microbacterium arabinogalactanolyticum,30,30,30,28,,30,30,,,,30,,28,,,30,,,,,28,30
Microbacterium arborescens,30,30,,20,,30,,37,,28,30,,30,,,30,30,,,,28,30
Microbacterium arthrosphaerae,31,,,,,,30,37,,,,,28,,,,,,,,,
Microbacterium aurantiacum,30,,37,,,30,,,,,30,,30,,,30,,,,,28,30
Microbacterium aureliae,29,,,,,,,,,,,,28,30,,,,,,,,
Microbacterium aurum,30,30,,28,30,30,30,37,,,30,,30,26,,30,,,,,28,30
Microbacterium awajiense,28,,,,,,,,,,28,,28,,,30,,,,,,
Microbacterium azadirachtae,28,,,,,,,,26,,,,28,28,,,,,,,,
Microbacterium barkeri,30,30,,25,30,27,30,37,,,30,,28,30,,30,,,,,28,30
Microbacterium binotii,28,,,,,33,,,,,28,,28,,,28,,,,,,33
Microbacterium bovistercoris,28,,,,,,,,,,,,28,,,,,,,,,
Microbacterium caowuchunii,28,,,,,,,,,,28,,,,,,,,,,,
Microbacterium chocolatum,28,,,,28,29,,37,,,28,,28,,,30,,,,,28,30
Microbacterium deminutum,28,,,,28,,,,,,,,28,,,25,,,,,,
Microbacterium deserti,28,,,,,,,,,,,,,28,,,,,,,,
Microbacterium dextranolyticum,30,,,28,,30,30,33,,,30,,30,30,,30,,,,,28,30
Microbacterium diaminobutyricum,29,,,,,,,,30,,28,,,,,,,,,,,
Microbacterium enclense,30,,,,,,,,,,,,,,,,,,,,,30
Microbacterium endophyticum,29,,,,,,,,30,,28,,,,,,,,,,,
Microbacterium esteraromaticum,30,30,,28,30,30,30,37,,,30,,30,,,,33,,,,28,30
Microbacterium excoecariae,30,,,,,,,,,,,,,30,,,,,,,,
Microbacterium faecale,28,,,,,,,,,,28,,,28,,,,,,,,
Microbacterium flavescens,28,,,28,26,26,,,,,26,,28,,26,28,30,,,,28,25
Microbacterium flavum,28,,,,28,,,,,29,28,,28,,,30,,,,,,
Microbacterium fluvii,28,,,,28,,,,,,28,,28,,,30,,,,,,
Microbacterium foliorum,26,,,25,28,25,,30,,,28,,28,25,,28,,,,,,25
Microbacterium gilvum,28,,,,,,,,,,28,,28,,,,,,,,,
Microbacterium ginsengisoli,28,,,28,30,28,,37,,,28,,28,30,,,,,,,,
Microbacterium ginsengiterrae,28,,,,,,,,,,28,,28,30,,28,,,,,,
Microbacterium gorillae,28,,,,,,,,,,28,,,,,,,,,,,
Microbacterium gubbeenense,29,,,28,,28,30,,,,28,,30,30,,28,,,,,,30
Microbacterium halimionae,29,,,,,,,,30,,28,,,,,,,,,,,
Microbacterium halophilum,29,30,,,,28,,,,,,,,,,,,,,,28,30
Microbacterium halophytorum,28,,,,,,,,,,28,,,28,,,,,,,,
Microbacterium halotolerans,28,28,,,,29,,,,,28,,28,30,,,,,,,,30
Microbacterium hatanonis,28,,,,,,,,,,28,,28,,,,,,,,,
Microbacterium hominis,30,30,,28,30,30,,37,,,30,,28,,,30,,,,,28,30
Microbacterium humi,30,,,,30,,30,30,,,28,,28,,,,,,,,,
Microbacterium hydrocarbonoxydans,28,,,,28,29,,,,,28,,28,28,,28,,,,,,30
Microbacterium hydrothermale,26,,,24,,,,,,,28,,,,,,,,,,,
Microbacterium immunditiarum,28,,,,,,,,,,,,28,,,,,,,,,
Microbacterium imperiale,30,30,,,30,30,30,33,,,30,30,30,,,30,25,,,,28,30
Microbacterium indicum,28,,,28,,28,,,,,,,28,,,,,,,,,25
Microbacterium insulae,28,,,,,,,33,,,28,,28,30,,,,,,,,
Microbacterium invictum,28,,,28,,29,,,,,28,,28,,,,,,,,,30
Microbacterium jejuense,28,,,,,,,,,,28,,28,,,,,,,,,
Microbacterium karelineae,30,,,,,,,,,,,,,30,,,,,,,,
Microbacterium keratanolyticum,30,30,,28,30,30,30,,,,30,,30,30,,30,30,,,,28,30
Microbacterium ketosireducens,30,30,,,30,30,,,,,30,,30,,,28,,,,,28,30
Microbacterium kitamiense,28,28,,28,28,29,,,,,28,,30,30,,25,,,,,,30
Microbacterium koreense,28,28,,,30,29,,33,,,28,,28,30,,28,,,,,,30
Microbacterium kribbense,28,,,,,,,,,,28,,28,30,,,,,,,,
Microbacterium kyungheense,28,,,,,,,,,,28,,28,,,,,,,,,
Microbacterium lacticum,30,30,26,26,26,30,30,37,,,30,,28,,,30,25,,,,28,30
Microbacterium lacus,28,,,20,26,,,,,,28,,28,,,30,,,,,,
Microbacterium lacusdiani,28,,,,,,,,,,28,,28,28,,,,,,,,
Microbacterium laevaniformans,30,30,33,26,30,30,30,37,30,,30,,28,,,28,,,,,28,30
Microbacterium lemovicicum,29,,,,,,,30,,,28,,,,,28,,,,,,30
Microbacterium lindanitolerans,29,,,,,,30,,,,,,28,,,,,,,,,
Microbacterium liquefaciens,30,30,,28,26,30,,37,,,30,,30,,,30,25,,,,28,30
Microbacterium lushaniae,37,,,,,,,,,,37,,,,,,,,,,,
Microbacterium luteolum,30,30,30,25,30,27,30,,,,30,,28,,,30,,,,,,30
Microbacterium luticocti,28,,,,,,,37,,,28,,28,,,,,,,,,
Microbacterium 'Mainz',37,,,,,,,37,,,,,,,,,,,,,,
Microbacterium mangrovi,28,,,,,,,,,,28,,,,,28,,,,,,
Microbacterium marinilacus,24,,,,,20,,,,,28,,28,,,30,,,,,,20
Microbacterium marinum,28,,,,,,,,,,28,,28,,,,,,,,,
Microbacterium maritypicum,28,30,,28,28,28,,,30,,28,,18,,,20,20,,,,28,30
Microbacterium mitrae,28,,,,,,,,,,28,,28,,,30,,,,,,
Microbacterium murale,29,,,,,,30,30,,,28,,28,,,,,,,,,
Microbacterium nanhaiense,28,,,,,,,,,,28,,,28,,,,,,,,
Microbacterium natoriense,28,,,28,28,28,,,,,28,,28,28,,,,,,,,30
Microbacterium neimengense,28,,,,,,,,,,28,,28,,,,,,,,,
Microbacterium oleivorans,28,,,27,28,29,,37,,,28,,28,28,,28,,,,,,30
Microbacterium oryzae,29,,,,,,,,,,,,28,,,,,,,,,30
Microbacterium oxydans,30,30,26,28,30,30,,37,,,30,,28,30,,30,30,,28,,28,30
Microbacterium oxydans-complex,37,,,,,,,37,,,,,,,,,,,,,,
Microbacterium paludicola,28,,,,,28,,,,,28,,28,28,,,,,,,,
Microbacterium panaciterrae,28,,,,,,,,,,28,,28,30,,,,,,,,
Microbacterium paraoxydans,37,37,,32,37,37,,37,,,32,,37,37,,37,,,,,,37
Microbacterium petrolearium,31,,,,,,,37,,,28,,30,,,,,,,,,
Microbacterium phage,28,,,,,,,,,,28,,,,,,,,,,,
Microbacterium phyllosphaerae,28,28,,25,28,25,,30,,,28,,28,25,,28,20,,,,,27
Microbacterium populi,29,,,,,,,,,,,,,29,,,,,,,,
Microbacterium profundi,29,,,,,30,,,,,28,,28,,,,,,,,,30
Microbacterium protaetiae,28,,,,,,,,,,,,,,,28,,,,,,
Microbacterium proteolyticum,29,,,,,,,,30,,28,,,,,,,,,,,
Microbacterium pseudoresistens,28,,,,30,,30,28,,,28,,28,,,,,,,,,
Microbacterium pumilum,28,,,,28,30,,,,,28,,28,,,25,,,,,,30
Microbacterium pygmaeum,28,,,20,28,,,,,,28,,28,,,27,,,,,,
Microbacterium radiodurans,28,,,,,,,,,,28,,,,,,,,,,,
Microbacterium resistens,30,30,,28,28,30,37,,,,30,,30,30,,28,,,,,,30
Microbacterium rhizomatis,28,,,,,,,,,,28,,28,28,,,,,,,,
Microbacterium rhizosphaerae,28,,,,,,,,,,,,28,,,,,,,,,
Microbacterium saccharophilum,29,,,,,,,,,,28,,,,,30,,,,,,
Microbacterium saperdae,30,28,,28,30,30,30,26,,,30,,30,,,30,,,,,28,30
Microbacterium schleiferi,30,30,30,28,30,30,30,37,,,30,,30,28,,30,,,,,28,30
Microbacterium sediminicola,29,,,,,30,,,,,28,,28,,,,,,,,,30
Microbacterium sediminis,28,,,,,,,,,,28,,28,,,,,,,,,
Microbacterium shaanxiense,28,,,,,,,,,,28,,28,,,,,,,,,25
Microbacterium soli,28,,,28,,28,,,,,28,,28,30,,,,,,,,
Microbacterium sorbitolivorans,28,,,,,,,,,,28,,,,,,,,,,,
Microbacterium suaedae,28,,,,,,,,,,,,,28,,,,,,,,
Microbacterium suwonense,29,,,,,,,,,,28,,,,,30,,,,,,
Microbacterium telephonicum,28,,,28,,,,,,,,,,,,,,,,,,
Microbacterium terrae,30,30,30,28,30,29,30,,,,30,,30,30,,30,,,,,28,30
Microbacterium terregens,30,28,,28,26,25,27,,,,26,,30,30,,30,30,,,,28,22
Microbacterium terricola,28,,,,28,,,,,,,,28,,,28,,,,,,
Microbacterium testaceum,30,30,,28,30,30,30,30,,,30,,28,30,,30,25,,,,26,30
Microbacterium thalassium,28,30,,28,28,28,,,,,28,,30,28,,30,,,,,28,
Microbacterium trichothecenolyticum,30,30,30,28,,30,30,,,,30,,30,,,30,,,,,28,30
Microbacterium tumbae,28,,,,,,,,,,,,28,,,,,,,,,
Microbacterium ulmi,28,,,28,,28,,,30,,28,,28,,,,,,,,,25
Microbacterium ureisolvens,28,,,,,,,,,,28,,,28,,,,,,,,
Microbacterium wangchenii,37,,,,,,,,,,,,37,,,,,,,,,
Microbacterium xylanilyticum,28,,,28,,28,,,,,28,,28,28,,,,,,,,30
Microbacterium yannicii,28,,,28,,28,,,,,28,,28,,,,,,,,,
Microbacterium zeae,28,,,,,,,,,,28,,,,,,,,,,,
Microbacter margulisiae,30,,,,,,,,,,30,,30,,,,,,,,,
Microbaculum marinum,35,,,,,,,,,,,,,35,,,,,,,,
Microbispora amethystogenes,28,30,,,,28,,,,,,,28,,,28,,,,,28,
Microbispora bryophytorum,28,,,,,,,,,,28,,28,,,,,,,,,
Microbispora camponoti,28,,,,,,,,,,28,,28,,,,,,,,,
Microbispora catharanthi,28,,,,,,,,,,,,28,,,,,,,,,
Microbispora chromogenes,28,28,,,,28,,,,,,,,,,,,,,,,
Microbispora corallina,28,,,,,28,,,,,28,,28,,,28,,,,,,
Microbispora diastatica,28,,,,,28,,,,,,,,,,,,,,,,
Microbispora echinospora,28,,,,,28,,,,,,,,,,,,,,,,
Microbispora fusca,28,,,,,,,,,,28,,,,,,,,,,,
Microbispora griseoalba,28,,,,,28,,,,,28,,,,,,,,,,,
Microbispora hainanensis,28,28,,,,,,,,,28,,28,,,,,,,,,
Microbispora mesophila,37,37,,,,38,,,,,,,,37,,,,,,,37,
Microbispora oryzae,37,37,,,,,,,,,,,,,,,,,,,,
Microbispora parva,28,,,,,28,,,,,,,,,,,,,,,,
Microbispora rosea,28,28,26,,,28,,,,45,28,,28,39,,28,,,,,38,
Microbispora siamensis,28,,,,,,,,,,28,,28,,,30,,,,,,
Microbispora sitophila,28,,,,,,,,,,28,,,,,,,,,,,
Microbispora soli,45,,,,,,,,,,,,,,,45,,,,,,
Microbispora thermodiastatica,40,,,,,40,,,,,,,,,,,,,,,,
Microbispora tritici,28,,,,,,,,,,28,,,,,,,,,,,
Microbispora triticiradicis,28,,,,,,,,,,,,28,,,,,,,,,
Microbotryum cordae,25,25,,,,,,,,,,,,,,,,,,,,
Microbotryum lychnidis-dioicae,22,,,,,,,,,,22,,,,,,,,,,,
Microbotryum saponariae,22,,,,,,,,,,22,,,,,,,,,,,
Microbotryum scorzonerae,20,,,,,,,,,,20,,,,,,,,,,,
Microbotryum violaceum,20,,,,,,,,,,20,,,,,,,,,,,
Microbulbifer aestuariivivens,33,,,,,,,,,,,,,33,,33,,,,,,
Microbulbifer agarilyticus,30,,,,,,,,,,30,,30,,,,,,,,,
Microbulbifer aggregans,29,,,28,,,,,,,,,30,,,,,,,,,
Microbulbifer celer,37,,,,,,,37,,,,,,37,,,,,,,,
Microbulbifer chitinilyticus,37,,,,,,,,,,,,37,,,,,,,,,
Microbulbifer donghaiensis,30,,,,,,,,,,,,30,,,,,,,,,
Microbulbifer echini,30,,,,,,,,,,,,30,,,,,,,,,
Microbulbifer elongata,28,28,,,,,,,,,,,,,,,,,,,,
Microbulbifer elongatus,20,,,26,20,23,,,,,20,,,,,,20,,,,,25
Microbulbifer epialgicus,28,,,,,,,,,,28,,,,,,,,,,,
Microbulbifer flavimaris,33,,,,,,,,,,,,,33,,,,,,,,
Microbulbifer gwangyangensis,30,,,,,,,,,,,,30,,,,,,,,,
Microbulbifer hainanensis,26,,,,,,,,,,,,,26,,,,,,,,
Microbulbifer halophilus,37,,,,,,,,,,,,,37,,,,,,,,
Microbulbifer harenosus,30,,,,,,,,,,,,30,,,,,,,,,
Microbulbifer hydrolyticus,26,,,,,26,,,,,28,,,,,,,,,,,25
Microbulbifer mangrovi,33,,,,,,,,,,,,30,37,,,,,,,,
